email,response
"Goods Delivery Follow-Up Request Dear Supplier, Kindly follow up on the goods delivery for PO987654. Regards, Ramesh","{""classification"": ""Yes"", ""confidence"": 78}"
"Invoice Status Clarification Dear Supplier, Kindly clarify the details for invoice #112233. Regards, Priya","{""classification"": ""No"", ""confidence"": 65}"
"Supplier Order Status Follow-Up Dear Supplier, Kindly follow up on PO123456. Regards, Aditi","{""classification"": ""Yes"", ""confidence"": 75}"
"Invoice Payment Follow-Up Dear Customer, Kindly confirm the payment for invoice #123456. Regards, Kirti","{""classification"": ""No"", ""confidence"": 68}"
"Promotional Email - Summer Sale Dear Radha,Our summer sale is here! Get amazing deals on a wide range of products. Shop now and save big.Best regards,Sales Team","{""classification"": ""No"", ""confidence"": 89}"
"Invoice Status Follow-Up Kindly follow up on the status of invoice #678901. Regards, Anand","{""classification"": ""No"", ""confidence"": 67}"
"Goods Dispatch Follow-Up Reminder Dear Supplier, Kindly provide an update on goods dispatch for PO234567. Regards, Shraddha","{""classification"": ""Yes"", ""confidence"": 75}"
"Invoice Status Clarification Dear Supplier, Kindly clarify the invoice status for PO112233. Regards, Aditi","{""classification"": ""No"", ""confidence"": 66}"
"Purchase Our Latest Offer Don't miss out on our amazing offer! Buy one get one free today! Best regards, Sales Team","{""classification"": ""No"", ""confidence"": 87}"
"Supplier Payment Status Follow-Up Dear Supplier, Kindly follow up on invoice #678912. Regards, Akankha","{""classification"": ""No"", ""confidence"": 67}"
"New Collection Launch Dear Radha,We’ve just launched a new collection! Check it out and be the first to get your hands on these exclusive items.Best regards,Sales Team","{""classification"": ""No"", ""confidence"": 88}"
"Free Software Trial - Limited Offer Sign up for a free trial today! Hurry, offer ends soon. Regards, Software Team","{""classification"": ""No"", ""confidence"": 86}"
"Refund Processed Dear Akshata,We’ve successfully processed your refund for order #12345. Please check your account.Best regards,Customer Service","{""classification"": ""Yes"", ""confidence"": 79}"
"Special Offer - Time-Limited Dear Kanchan,We have a limited-time offer for you. Book now and save 20% on all services.Best regards,Sales Team","{""classification"": ""No"", ""confidence"": 86}"
"Supplier Payment Status Inquiry Dear Supplier, Kindly inquire about the payment status for invoice #543210. Regards, Anand","{""classification"": ""No"", ""confidence"": 67}"
"Special Discount for You Dear Radha,We have a special discount just for you! Save 10% on your next purchase. Don’t miss out.Best regards,Sales Team","{""classification"": ""No"", ""confidence"": 88}"
"Follow-Up on PO789012 Kindly follow up on PO789012. Regards, Anand","{""classification"": ""Yes"", ""confidence"": 75}"
"Supplier Order Clarification Dear Supplier, Kindly clarify the details of PO987654. Regards, Radha","{""classification"": ""Yes"", ""confidence"": 75}"
"Special Offer - 25% Discount Get a 25% discount on selected services! Limited time only. Regards, Service Team","{""classification"": ""No"", ""confidence"": 88}"
"Invoice Payment Follow-Up Dear Supplier, Kindly follow up on payment for invoice #123456. Regards, Sania","{""classification"": ""No"", ""confidence"": 67}"
"Customer Satisfaction Survey Dear Akshata,We’d love to hear about your experience with us. Please take a moment to complete our satisfaction survey.Best regards,Customer Service","{""classification"": ""No"", ""confidence"": 87}"
"Invoice Clarification Follow-Up Dear Supplier, Kindly clarify the discrepancies on invoice #234567. Regards, Anand","{""classification"": ""No"", ""confidence"": 67}"
"Order Status Follow-Up Dear Supplier, Kindly follow up on PO678901. Regards, Purva","{""classification"": ""Yes"", ""confidence"": 75}"
"Upcoming Meeting Agenda Dear Team, Please find the agenda for our upcoming meeting. Let me know if you would like to add any points. Regards, Project Manager","{'classification': 'No', 'confidence': 77}"
"Payment Status Follow-Up Dear Customer, Kindly follow up on the payment for invoice #998877. Regards, Priya","{""classification"": ""No"", ""confidence"": 66}"
"Order Status Follow-Up Dear Supplier, Kindly follow up on the order for PO123456. Regards, Radha","{""classification"": ""Yes"", ""confidence"": 75}"
"Delivery Follow-Up Dear Vendor, Kindly confirm the expected delivery schedule for the order. Regards, Ramesh","{""classification"": ""Yes"", ""confidence"": 80}"
"Goods Dispatch Inquiry Dear Supplier, Kindly inquire about the dispatch status for PO345678. Regards, Priya","{""classification"": ""Yes"", ""confidence"": 75}"
"Purchase Order Confirmation Dear Supplier, Kindly confirm the receipt of our purchase order and process the delivery. Regards, Sales Team","{""classification"": ""Yes"", ""confidence"": 75}"
"Goods Delivery Status Follow-Up Dear Supplier, Kindly inquire about the delivery status for PO234567. Regards, Shubham","{""classification"": ""Yes"", ""confidence"": 75}"
"PO Confirmation Required Dear Supplier, Kindly confirm the purchase order and provide a dispatch date. Regards, Sujit","{""classification"": ""Yes"", ""confidence"": 77}"
"Invoice Clarification Follow-Up Kindly clarify the details of invoice #543210. Regards, Radha","{""classification"": ""No"", ""confidence"": 67}"
"Free Trial Activation Dear Sania,We are happy to offer you a 7-day free trial of our premium service.Sign up today!Best regards,Akankha","{""classification"": ""No"", ""confidence"": 88}"
"Product Inquiry Dear Anand,Could you provide more details regarding the specifications of the product listed on your website?Best regards,Radha","{""classification"": ""No"", ""confidence"": 72}"
"Free Course Enrollment Get free access to our exclusive courses! Hurry, limited offer. Regards, Course Team","{""classification"": ""No"", ""confidence"": 86}"
"Exclusive Sale for Members Dear Radha,Enjoy exclusive access to our member-only sale. Get up to 50% off on selected items.Best regards,Sales Team","{""classification"": ""No"", ""confidence"": 85}"
"Free Course Access Offer Get free access to our top-rated courses today! Don’t miss out. Regards, Course Team","{""classification"": ""No"", ""confidence"": 86}"
"Employee Wellness Program Dear Team, We are introducing a new employee wellness program. Kindly review the details and participate. Regards, HR Team","{'classification': 'No', 'confidence': 75}"
"Purchase Our Services Get an exclusive discount on our services today! Contact us to claim your offer! Regards, Sales Team","{""classification"": ""No"", ""confidence"": 88}"
"Invoice Status Update Dear Customer, Kindly provide an update on the status of invoice #345678. Regards, Shraddha","{""classification"": ""No"", ""confidence"": 69}"
"Free Consultation - Book Now Book a free consultation for your business today! Don’t miss out. Regards, Service Team","{""classification"": ""No"", ""confidence"": 86}"
"Supplier Payment Follow-Up Dear Supplier, Kindly follow up on payment for invoice #876543. Regards, Akshata","{""classification"": ""No"", ""confidence"": 67}"
"Free Course Enrollment Offer Enroll in our free courses today! Don't miss this amazing offer! Regards, Course Team","{""classification"": ""No"", ""confidence"": 86}"
"Invoice Payment Reminder Follow-Up Dear Supplier, Kindly follow up on the payment status for invoice #345678. Regards, Shubham","{""classification"": ""No"", ""confidence"": 66}"
"Supplier Payment Follow-Up Dear Supplier, Kindly remind about invoice #987654. Regards, Akshata","{""classification"": ""No"", ""confidence"": 67}"
"Free Trial Activation Dear Purva,Activate your free trial today and start enjoying premium features immediately.Best regards,Sales Team","{""classification"": ""No"", ""confidence"": 75}"
"Invoice Payment Follow-Up Dear Customer, Kindly provide an update on the payment status for invoice #123456. Regards, Snehal","{""classification"": ""No"", ""confidence"": 66}"
"Invoice Status Clarification Follow-Up Dear Supplier, Kindly clarify the invoice status for #112233. Regards, Aditi","{""classification"": ""No"", ""confidence"": 68}"
"Free Consultation Offer Book a free consultation today and get expert insights! Regards, Service Team","{""classification"": ""No"", ""confidence"": 86}"
"Payment Clarification Follow-Up Dear Customer, Kindly provide an update on the payment for invoice #234567. Regards, Aditi","{""classification"": ""No"", ""confidence"": 66}"
"Follow-Up on Payment Dear Supplier, Kindly follow up on the payment for invoice #987654. Regards, Purva","{""classification"": ""No"", ""confidence"": 67}"
"Supplier Order Status Inquiry Kindly inquire about the status of PO234567. Regards, Kanchan","{""classification"": ""Yes"", ""confidence"": 75}"
"Payment Update Request Dear Customer, Kindly update us on the payment status for invoice #998877. Regards, Shraddha","{""classification"": ""No"", ""confidence"": 66}"
"Time-Off Request Dear HR, I would like to request time off from work for the dates mentioned in the attached calendar. Regards, Raj","{""classification"": ""No"", ""confidence"": 85}"
"Free Course Enrollment Enroll now for free courses and get access to top-rated content! Hurry, limited slots available. Regards, Course Team","{""classification"": ""No"", ""confidence"": 86}"
"Last Chance to Enroll in Our Course Last chance to enroll in our course at a discounted rate! Enroll now! Regards, Course Team","{""classification"": ""No"", ""confidence"": 87}"
"Free Consultation Booking Dear Purva,We are offering a free consultation session for new customers. Book yours today!Best regards,Akshata","{""classification"": ""No"", ""confidence"": 80}"
"Supplier Order Follow-Up Dear Supplier, Kindly follow up on PO987654. Regards, Akshata","{""classification"": ""Yes"", ""confidence"": 75}"
"Order Confirmation Dear Supplier, Kindly confirm the details for PO987654. Regards, Kanchan","{""classification"": ""Yes"", ""confidence"": 75}"
"Supplier Payment Status Inquiry Dear Supplier, Kindly inquire about the payment for invoice #456789. Regards, Kanchan","{""classification"": ""No"", ""confidence"": 66}"
"Invoice Status Follow-Up Dear Supplier, Kindly inquire about the status of invoice #234567. Regards, Kanchan","{""classification"": ""No"", ""confidence"": 67}"
"Free Access to Courses Enjoy free access to our top-rated courses. Don’t miss out! Regards, Course Team","{""classification"": ""No"", ""confidence"": 86}"
"Meeting Room Booking Dear Team, Kindly book a meeting room for the upcoming session. Please confirm once done. Regards, HR Team","{'classification': 'No', 'confidence': 78}"
"Invoice Status Inquiry Kindly inquire about the status of invoice #123456. Regards, Purva","{""classification"": ""No"", ""confidence"": 67}"
"Limited Time Software Deal Save big on our software now! Limited-time offer. Regards, Software Team","{""classification"": ""No"", ""confidence"": 88}"
"Exclusive Offer on Services Get an exclusive offer on our services. Contact us today! Regards, Service Team","{""classification"": ""No"", ""confidence"": 88}"
"Invoice Clarification Follow-Up Dear Supplier, Kindly clarify the discrepancy for invoice #234567. Regards, Shraddha","{""classification"": ""No"", ""confidence"": 69}"
"Supplier Payment Status Inquiry Dear Supplier, Kindly inquire about the payment for invoice #345678. Regards, Shraddha","{""classification"": ""No"", ""confidence"": 66}"
"Vendor Confirmation Request Dear Supplier, Kindly confirm the receipt of the recent order and provide the dispatch date. Regards, Logistics","{""classification"": ""Yes"", ""confidence"": 85}"
"Job Offer Letter Dear Candidate, We are pleased to offer you the position. Kindly review the attached offer letter and let us know your decision. Regards, HR Team","{""classification"": ""No"", ""confidence"": 83}"
"Order Confirmation Dear Supplier, Kindly confirm the details for PO987654. Regards, Akshata","{""classification"": ""Yes"", ""confidence"": 75}"
"Supplier Payment Inquiry Kindly inquire about the payment for invoice #876543. Regards, Akshata","{""classification"": ""No"", ""confidence"": 67}"
"Goods Dispatch Follow-Up Dear Supplier, Kindly confirm the dispatch of the items ordered under PO998877. Regards, Snehal","{""classification"": ""Yes"", ""confidence"": 81}"
"Request for Delivery Confirmation Dear Vendor, Kindly confirm the delivery schedule for PO112233. Regards, Shraddha","{""classification"": ""Yes"", ""confidence"": 76}"
"Client Meeting Confirmation Dear Client, This is to confirm that the meeting is scheduled for next week. Please confirm your availability. Regards, Sales Team","{""classification"": ""No"", ""confidence"": 82}"
"Product Inquiry Dear Sania,We are interested in learning more about your products. Can you provide more details?Best regards,Purva","{""classification"": ""No"", ""confidence"": 67}"
"Goods Dispatch Clarification Dear Supplier, Kindly confirm the dispatch date for PO112233. Regards, Shraddha","{""classification"": ""Yes"", ""confidence"": 75}"
"Goods Dispatch Follow-Up Dear Supplier, Kindly follow up on the dispatch status for PO123456. Regards, Priya","{""classification"": ""Yes"", ""confidence"": 75}"
"Supplier Payment Follow-Up Kindly follow up on invoice #123456 for payment. Regards, Radha","{""classification"": ""No"", ""confidence"": 67}"
"Invoice Payment Inquiry Dear Customer, Kindly provide an update on the payment status for invoice #234567. Regards, Kirti","{""classification"": ""No"", ""confidence"": 67}"
"Goods Delivery Status Confirmation Dear Supplier, Kindly confirm the delivery status for PO112233. Regards, Shraddha","{""classification"": ""Yes"", ""confidence"": 78}"
"Goods Delivery Clarification Follow-Up Dear Supplier, Kindly clarify the delivery details for PO234567. Regards, Aditi","{""classification"": ""Yes"", ""confidence"": 75}"
"Last Chance to Buy 1 Get 1 Free Offer Hurry, buy 1 get 1 free! Limited offer! Regards, Sales Team","{""classification"": ""No"", ""confidence"": 88}"
"Goods Delivery Follow-Up Dear Supplier, Kindly provide an update on goods delivery for PO987654. Regards, Meera","{""classification"": ""Yes"", ""confidence"": 78}"
"Goods Delivery Follow-Up Dear Supplier, Kindly follow up on the delivery for PO678901. Regards, Purva","{""classification"": ""Yes"", ""confidence"": 75}"
"Invoice Payment Follow-Up Dear Supplier, Kindly follow up on payment for invoice #123456. Regards, Shubham","{""classification"": ""No"", ""confidence"": 68}"
"Confirmation of Shipment Dispatch Dear Supplier, Kindly confirm the dispatch of items as per the attached purchase order. Regards, Ajeet","{""classification"": ""Yes"", ""confidence"": 79}"
"Training Program Confirmation Dear All, Kindly confirm your participation in the upcoming training program. Regards, HR Team","{""classification"": ""No"", ""confidence"": 77}"
"Supplier Payment Status Follow-Up Dear Supplier, Kindly follow up on the payment status for invoice #987654. Regards, Aditi","{""classification"": ""No"", ""confidence"": 68}"
"Free Trial for Software Get a free trial for our software! Sign up today to experience the benefits. Regards, Software Team","{""classification"": ""No"", ""confidence"": 86}"
"Request for Quotation Submission Dear Supplier, Kindly submit your quotation for the listed items. Regards, Priya","{""classification"": ""No"", ""confidence"": 65}"
"Thank You for Your Feedback Dear Anand,Thank you for providing us with your valuable feedback. We are constantly working to improve our services.Best regards,Customer Service","{""classification"": ""No"", ""confidence"": 88}"
"Discount Offer on Products Enjoy a 50% discount on our products today! Don't miss this limited-time offer! Regards, Sales Team","{""classification"": ""No"", ""confidence"": 86}"
"Free Software Trial - Try Now Sign up for a free trial and get full access to all features! Regards, Software Team","{""classification"": ""No"", ""confidence"": 86}"
"Upcoming Webinar Invitation Dear Akshata,Don’t miss out on our upcoming webinar! Join us to learn from industry experts.Best regards,Event Team","{""classification"": ""No"", ""confidence"": 87}"
"Payment Due Reminder Dear Customer, This is a friendly reminder that your payment is due in the next few days. Kindly process it at your earliest convenience. Regards, Accounts Team","{'classification': 'No', 'confidence': 76}"
"Exclusive Offer - Sign Up Today Sign up now and get 20% off on all services! Limited time only. Regards, Service Team","{""classification"": ""No"", ""confidence"": 88}"
"Invoice Clarification Dear Accounts, We have a query regarding the recent invoice. Kindly clarify the discrepancy. Regards, Kiran","{""classification"": ""No"", ""confidence"": 74}"
"Purchase Order Receipt Dear Supplier, Kindly acknowledge receipt of the attached purchase order and confirm dispatch. Regards, Prakash","{""classification"": ""Yes"", ""confidence"": 82}"
"Employee Leave Request Dear HR, I would like to request leave from work for the dates mentioned. Kindly confirm. Regards, Arvind","{""classification"": ""No"", ""confidence"": 68}"
"Goods Delivery Follow-Up Reminder Dear Supplier, Kindly provide an update on goods delivery for PO234567. Regards, Shraddha","{""classification"": ""Yes"", ""confidence"": 75}"
"Goods Dispatch Status Dear Supplier, Kindly provide the dispatch details for PO123456. Regards, Shraddha","{""classification"": ""Yes"", ""confidence"": 76}"
"Order Dispatch Inquiry Dear Supplier, Kindly confirm the dispatch status for the order under PO112233. Regards, Komal","{""classification"": ""Yes"", ""confidence"": 74}"
"Free Trial - Sign Up Now Sign up now for a free trial! Limited time offer. Regards, Software Team","{""classification"": ""No"", ""confidence"": 86}"
"PO Acknowledgment Request Dear Supplier, Kindly acknowledge receipt of purchase order PO876543 and provide an expected delivery date. Regards, Ajeet","{""classification"": ""Yes"", ""confidence"": 79}"
"Free Trial Offer - Sign Up Now Sign up for a free trial and get exclusive access to all features. Regards, Software Team","{""classification"": ""No"", ""confidence"": 86}"
"Request for Feedback Dear Client, Kindly share your feedback on our latest product launch. We value your opinion. Regards, Product Team","{""classification"": ""No"", ""confidence"": 72}"
"Discount Coupon for New Customers Dear Radha,Get 15% off on your first purchase with us! Sign up now and enjoy the discount.Best regards,Sales Team","{""classification"": ""No"", ""confidence"": 88}"
"Payment Reminder Follow-Up Dear Customer, Kindly follow up on the payment for invoice #987654. Regards, Shraddha","{""classification"": ""No"", ""confidence"": 69}"
"Supplier Payment Clarification Kindly clarify the payment for invoice #123456. Regards, Purva","{""classification"": ""No"", ""confidence"": 67}"
"Special Offer - 50% Off on Courses Enroll in our courses today and get 50% off! Hurry, offer ends soon. Regards, Course Team","{""classification"": ""No"", ""confidence"": 87}"
"Exclusive Discount on Products Get an exclusive discount on all our products! Hurry, limited time only. Regards, Sales Team","{""classification"": ""No"", ""confidence"": 88}"
"Supplier Delivery Status Inquiry Dear Supplier, Kindly provide an update on the delivery status for PO345678. Regards, Priya","{""classification"": ""Yes"", ""confidence"": 77}"
"Free Software Trial Offer Sign up now for a free trial of our software! Hurry, limited spots available. Regards, Software Team","{""classification"": ""No"", ""confidence"": 86}"
"Payment Status Inquiry Dear Customer, Kindly provide an update on the payment for invoice #876543. Regards, Ajeet","{""classification"": ""No"", ""confidence"": 68}"
"Free Consultation Offer Book your free consultation now and take your business to the next level! Regards, Service Team","{""classification"": ""No"", ""confidence"": 86}"
"Goods Dispatch Status Follow-Up Dear Supplier, Kindly request an update on the dispatch status for PO123456. Regards, Priya","{""classification"": ""Yes"", ""confidence"": 75}"
"Invoice Status Follow-Up Reminder Dear Supplier, Kindly follow up on invoice #987654. Regards, Meera","{""classification"": ""No"", ""confidence"": 67}"
"New Feature Announcement Dear Anand,We’ve added a new feature to our service! Log in to explore all the new functionalities.Best regards,Product Team","{""classification"": ""No"", ""confidence"": 83}"
"Buy 1 Get 1 Free - Offer Buy 1 product, get another one free! Hurry, offer ends soon. Regards, Sales Team","{""classification"": ""No"", ""confidence"": 88}"
"Subscription Renewal Reminder Dear Purva,Your subscription is about to expire. Renew today and continue enjoying our premium services.Best regards,Akshata","{""classification"": ""No"", ""confidence"": 80}"
"Goods Dispatch Confirmation Dear Supplier, Kindly confirm the dispatch date for PO345678. Regards, Meera","{""classification"": ""Yes"", ""confidence"": 75}"
"Order Dispatch Confirmation Request Dear Supplier, Kindly confirm the dispatch status for PO456789. Regards, Ramesh","{""classification"": ""Yes"", ""confidence"": 80}"
"Purchase Order Query Dear Supplier, Kindly provide an update on the status of PO876543. Regards, Komal","{""classification"": ""Yes"", ""confidence"": 77}"
"Free Trial Available for Services Enjoy a free trial of our services for 7 days! Sign up today. Regards, Free Trial Team","{""classification"": ""No"", ""confidence"": 85}"
"Buy 1 Get 1 Free - Special Offer Buy 1, get 1 free! Hurry, offer ends soon! Regards, Sales Team","{""classification"": ""No"", ""confidence"": 88}"
"Payment Follow-Up Reminder Dear Customer, Kindly follow up on the payment for invoice #234567. Regards, Meera","{""classification"": ""No"", ""confidence"": 66}"
"Invoice Payment Reminder Kindly follow up on the payment for invoice #123789. Regards, Purva","{""classification"": ""No"", ""confidence"": 67}"
"Invoice Payment Follow-Up Dear Supplier, Kindly follow up on payment for invoice #234567. Regards, Shraddha","{""classification"": ""No"", ""confidence"": 68}"
"Promotional Offer - Buy Now Get a 10% discount when you buy today! Hurry, offer ends soon. Regards, Sales Team","{""classification"": ""No"", ""confidence"": 88}"
"Promotional Offer - Buy Now Buy now and get a 10% discount! Limited time offer. Regards, Sales Team","{""classification"": ""No"", ""confidence"": 88}"
"Office Supplies Request Dear Admin, Kindly process the request for office supplies as per the attached form. Regards, HR Team","{'classification': 'Yes', 'confidence': 82}"
"Invoice Follow-Up Dear Supplier, Kindly remind about invoice #123456. Regards, Akankha","{""classification"": ""No"", ""confidence"": 67}"
"Supplier Order Follow-Up Dear Supplier, Kindly provide an update on PO765432. Regards, Aditi","{""classification"": ""Yes"", ""confidence"": 77}"
"New Project Proposal Dear Manager, Kindly review the attached proposal for the new project. Please provide feedback at your earliest convenience. Regards, John","{""classification"": ""No"", ""confidence"": 75}"
"Reminder - Payment Due Dear Purva,This is a friendly reminder that your payment for invoice #23456 is due soon. Kindly make the payment to avoid late fees.Best regards,Account Team","{""classification"": ""No"", ""confidence"": 82}"
"Invoice Reminder Dear Radha,This is a reminder that your invoice #987654 is due soon. Kindly make the payment at your earliest convenience.Best regards,Account Team","{""classification"": ""No"", ""confidence"": 82}"
"Goods Delivery Clarification Request Dear Supplier, Kindly clarify the delivery details for PO234567. Regards, Anand","{""classification"": ""Yes"", ""confidence"": 74}"
"Delivery Status Inquiry Dear Supplier, Can you kindly update us on the status of the delivery for PO56789? Regards, Procurement Team","{'classification': 'Yes', 'confidence': 81}"
"Purchase Order Confirmation Follow-Up Dear Supplier, Kindly confirm receipt and processing of PO345678. Regards, Ramesh","{""classification"": ""Yes"", ""confidence"": 74}"
"Request for Vendor Quotation Dear Vendor, Please provide a quotation for the upcoming project requirements. Regards, Procurement","{""classification"": ""Yes"", ""confidence"": 85}"
"Exclusive Discount on Services Enjoy up to 30% off on our services. Hurry, offer ends soon! Regards, Service Team","{""classification"": ""No"", ""confidence"": 88}"
"Purchase Our Service We are offering a 50% discount on our services. Don't miss out, contact us today! Regards, Service Team","{""classification"": ""No"", ""confidence"": 88}"
"Invoice Status Inquiry Dear Supplier, Kindly inquire about the status of invoice #123456. Regards, Aditi","{""classification"": ""No"", ""confidence"": 68}"
"Goods Delivery Confirmation Reminder Dear Supplier, Kindly confirm the goods delivery status for PO345678. Regards, Shubham","{""classification"": ""Yes"", ""confidence"": 74}"
"Goods Delivery Update Dear Supplier, Kindly provide an update on the goods delivery for PO123456. Regards, Priya","{""classification"": ""Yes"", ""confidence"": 75}"
"Weekly Sales Report Dear Team, Kindly find the weekly sales report attached for your review. Regards, Sales Manager","{'classification': 'No', 'confidence': 70}"
"Supplier Order Status Dear Supplier, Kindly provide an update on the status of PO123456. Regards, Kirti","{""classification"": ""Yes"", ""confidence"": 74}"
"Request for Payment Status Dear Purva,Could you kindly provide an update regarding the payment status for invoice #678910?Best regards,Radha","{""classification"": ""No"", ""confidence"": 67}"
"Goods Dispatch Status Inquiry Dear Supplier, Kindly inquire about the dispatch status for PO876543. Regards, Akshata","{""classification"": ""Yes"", ""confidence"": 75}"
"Supplier Order Follow-Up Dear Supplier, Kindly follow up on the status of PO876543. Regards, Shraddha","{""classification"": ""Yes"", ""confidence"": 76}"
"Invoice Payment Status Follow-Up Kindly follow up on the payment for invoice #678901. Regards, Purva","{""classification"": ""No"", ""confidence"": 67}"
"Delivery Schedule Confirmation Dear Supplier, Kindly confirm the delivery schedule for PO112233. Regards, Meera","{""classification"": ""Yes"", ""confidence"": 74}"
"Sales Report Submission Dear Manager, Please find attached the sales report for the month. Kindly review and share any feedback. Regards, Ramesh","{""classification"": ""No"", ""confidence"": 65}"
"Supplier Invoice Status Dear Supplier, Kindly provide the status of invoice #234567. Regards, Aditi","{""classification"": ""No"", ""confidence"": 69}"
"Product Promotion - Limited Offer Check out our new product line with limited-time offers. Shop now! Regards, Sales Team","{""classification"": ""No"", ""confidence"": 89}"
"Supplier Acknowledgment Request Dear Supplier, Kindly acknowledge receipt of PO876543. Regards, Priya","{""classification"": ""Yes"", ""confidence"": 75}"
"Goods Delivery Confirmation Follow-Up Dear Supplier, Kindly confirm the delivery of goods for PO567890. Regards, Aditi","{""classification"": ""Yes"", ""confidence"": 76}"
"Invoice Payment Reminder Dear Customer, This is a reminder for the payment against invoice #987654. Kindly process the payment as soon as possible. Regards, Priya","{""classification"": ""No"", ""confidence"": 68}"
"Promotional Offer - Buy Now Buy now and get 15% off on selected items. Hurry, limited offer. Regards, Sales Team","{""classification"": ""No"", ""confidence"": 88}"
"Reminder - Payment Due Dear Radha,This is a friendly reminder that your payment for invoice #23456 is due in 3 days. Kindly make the payment to avoid late fees.Best regards,Account Team","{""classification"": ""No"", ""confidence"": 83}"
"Limited Time Offer on Products Shop now and get exclusive discounts on all products! Regards, Sales Team","{""classification"": ""No"", ""confidence"": 88}"
"Special Offer - Discount on Services Get 15% off on services when you book now! Limited offer. Regards, Service Team","{""classification"": ""No"", ""confidence"": 88}"
"Invoice Clarification Follow-Up Reminder Dear Supplier, Kindly clarify the details of invoice #345678. Regards, Aditi","{""classification"": ""No"", ""confidence"": 65}"
"Product Return Confirmation Dear Kanchan,We’ve successfully processed your return for order #12345. Please expect a refund soon.Best regards,Returns Team","{""classification"": ""Yes"", ""confidence"": 84}"
"Goods Delivery Follow-Up Inquiry Dear Supplier, Kindly inquire about the delivery status for PO765432. Regards, Shubham","{""classification"": ""Yes"", ""confidence"": 75}"
"Special Offer - Discount on Products Get 20% off on selected products today! Limited time offer. Regards, Sales Team","{""classification"": ""No"", ""confidence"": 88}"
"Goods Receipt Clarification Dear Supplier, Kindly confirm the receipt of goods for PO123456. Regards, Aditi","{""classification"": ""Yes"", ""confidence"": 79}"
"Purchase Our Membership Become a member today and enjoy exclusive benefits. Best regards, Membership Team","{""classification"": ""No"", ""confidence"": 87}"
"Invoice Clarification Dear Anand,Could you kindly clarify the details of invoice #678901? We are unsure about the amounts listed.Best regards,Akshata","{""classification"": ""Yes"", ""confidence"": 75}"
"Invoice Clarification Follow-Up Dear Supplier, Kindly clarify the details on invoice #234567. Regards, Radha","{""classification"": ""No"", ""confidence"": 67}"
"Follow-Up on Invoice Payment Kindly follow up on invoice #678901. Regards, Radha","{""classification"": ""No"", ""confidence"": 67}"
"Urgent Delivery Update Dear Purva,Your delivery is experiencing an unexpected delay. We apologize for the inconvenience and are doing everything to resolve it.Best regards,Sales Team","{""classification"": ""No"", ""confidence"": 87}"
"Invoice Payment Status Dear Customer, Kindly provide an update on the payment status for the invoice #876543. Regards, Aditi","{""classification"": ""No"", ""confidence"": 68}"
"Supplier Payment Inquiry Dear Supplier, Kindly inquire about the payment for invoice #345678. Regards, Kanchan","{""classification"": ""No"", ""confidence"": 67}"
"Exclusive Offer on Courses Enroll in our courses now and get 50% off! Limited time only. Regards, Course Team","{""classification"": ""No"", ""confidence"": 87}"
"Goods Dispatch Status Update Request Dear Supplier, Kindly request an update on goods dispatch for PO987654. Regards, Meera","{""classification"": ""Yes"", ""confidence"": 74}"
"Offer Ends Soon - Buy Now Buy now and save up to 50%! Offer ends soon! Regards, Sales Team","{""classification"": ""No"", ""confidence"": 87}"
"Discount Offer on Courses Get an exclusive discount on our courses. Enroll today to save big! Regards, Education Team","{""classification"": ""No"", ""confidence"": 86}"
"Purchase Order Update Dear Supplier, Kindly confirm the updated details for purchase order PO98765. Regards, Sales Team","{""classification"": ""Yes"", ""confidence"": 70}"
"Supplier Order Follow-Up Inquiry Dear Supplier, Kindly inquire about the order status for PO345678. Regards, Shubham","{""classification"": ""Yes"", ""confidence"": 76}"
"Special Offer on Courses Get 30% off on all online courses this week only! Regards, Course Team","{""classification"": ""No"", ""confidence"": 85}"
"Invoice Reminder Dear Purva,This is a reminder for the payment of invoice #234789. Kindly arrange the payment at your earliest convenience.Best regards,Akshata","{""classification"": ""No"", ""confidence"": 67}"
"Promotional Offer - Services Get up to 30% off on our services today! Don’t miss out. Regards, Service Team","{""classification"": ""No"", ""confidence"": 88}"
"Supplier Invoice Follow-Up Dear Supplier, Kindly follow up on invoice #234567. Regards, Meera","{""classification"": ""No"", ""confidence"": 67}"
"Financial Audit Report Dear Manager, Please find the financial audit report attached for the previous quarter. Kindly review. Regards, Finance Team","{""classification"": ""No"", ""confidence"": 60}"
"Goods Dispatch Follow-Up Dear Supplier, Kindly follow up on the dispatch for PO234567. Regards, Priya","{""classification"": ""Yes"", ""confidence"": 74}"
"Goods Delivery Status Inquiry Dear Supplier, Kindly provide an update on the delivery status for PO765432. Regards, Meera","{""classification"": ""Yes"", ""confidence"": 74}"
"Invoice Clarification Request Dear Vendor, Kindly clarify the discrepancy in the invoice amount. Regards, Shubham","{""classification"": ""No"", ""confidence"": 66}"
"Invoice Payment Status Update Dear Customer, Kindly provide an update on the payment status for invoice #234567. Regards, Shraddha","{""classification"": ""No"", ""confidence"": 69}"
"Special Event Invitation Dear Kanchan,You’re invited to our exclusive event! Join us to network and learn from industry experts.Best regards,Event Team","{""classification"": ""No"", ""confidence"": 85}"
"PO Status Update Dear Vendor, Kindly update us on the status of PO876543. Regards, Ajeet","{""classification"": ""Yes"", ""confidence"": 72}"
"Invoice Clarification Reminder Dear Supplier, Kindly clarify the details of invoice #234567. Regards, Shubham","{""classification"": ""No"", ""confidence"": 66}"
